cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
LD,B1,MINECRAFT_1080p_60_8bit.y4m,v4.0.0,-10.4711,-39.7944,-24.9488,-12.5339,-10.1458,-10.2277,-13.9916,-13.6858,-9.9665,-16.7246,-10.5551,-40.4231,-25.1223,-12.0228
LD,B1,MINECRAFT_1080p_60_8bit.y4m,v5.0.0,-12.3146,-49.7312,-29.6948,-15.1379,-11.8107,-11.9393,-15.6592,-15.4214,-12.1972,-21.704,-12.4156,-50.6596,-29.9365,-14.4434
LD,B1,MINECRAFT_1080p_60_8bit.y4m,v6.0.0,-12.3672,-55.1141,-32.3235,-15.7762,-11.8968,-11.905,-16.4299,-16.0662,-13.2131,-25.6827,-12.3715,-55.9706,-32.5349,-14.8163
LD,B1,MINECRAFT_1080p_60_8bit.y4m,v7.0.0,-13.5647,-59.5169,-35.947,-17.307,-13.0164,-13.1421,-18.1017,-17.6701,-14.3689,-29.1162,-13.4707,-60.211,-36.0998,-16.1002
LD,B1,MINECRAFT_1080p_60_8bit.y4m,v8.0.0,-14.9194,-58.7902,-36.9204,-18.4971,-14.8816,-14.9341,-18.9468,-18.5653,-16.1854,-29.677,-14.7967,-59.5141,-37.0985,-17.3163
LD,B1,STARCRAFT_1080p60.y4m,v2.0.0,-1.8709,-8.5585,-11.143,-2.7894,-4.0594,-4.8894,-1.9912,-2.1739,-0.6294,-1.0937,-1.9826,-8.6568,-11.1711,-2.4451
LD,B1,STARCRAFT_1080p60.y4m,v3.0.0,-5.3423,-13.5953,-14.2825,-6.329,-7.2803,-8.3337,-3.7471,-3.7343,-3.8382,-6.2354,-5.4504,-13.6877,-14.3125,-5.9795
LD,B1,STARCRAFT_1080p60.y4m,v4.0.0,-12.029,-24.5033,-27.0307,-13.6352,-14.6149,-15.8961,-10.4274,-10.6046,-10.514,-14.7253,-12.2559,-24.6077,-27.0627,-13.1464
LD,B1,STARCRAFT_1080p60.y4m,v5.0.0,-14.2431,-25.9331,-29.5244,-15.8206,-16.1347,-17.5492,-13.3546,-12.8769,-12.7869,-16.8309,-14.5111,-26.037,-29.5553,-15.3854
LD,B1,STARCRAFT_1080p60.y4m,v6.0.0,-16.0174,-30.9801,-34.213,-17.9914,-17.8199,-18.991,-14.1076,-14.3661,-16.9575,-31.872,-16.2489,-31.072,-34.2178,-17.3763
LD,B1,STARCRAFT_1080p60.y4m,v7.0.0,-16.9485,-31.2462,-34.2875,-18.8312,-19.386,-20.4983,-15.3605,-15.5154,-18.1014,-32.2363,-17.1718,-31.3276,-34.2813,-18.2616
LD,B1,STARCRAFT_1080p60.y4m,v8.0.0,-19.3669,-33.3609,-36.5561,-21.2207,-21.3689,-22.7013,-18.0445,-18.3992,-20.4665,-35.0365,-19.6192,-33.4559,-36.564,-20.6847
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v2.0.0,-1.5485,-4.7466,-5.6981,-1.8419,-2.5187,-2.8058,-3.1237,-3.1444,-1.604,-0.2712,-1.6336,-4.8834,-5.925,-1.7471
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v3.0.0,-4.4323,-12.8346,-12.1495,-5.0762,-5.3517,-5.67,-5.8699,-5.4732,-4.5868,-4.8556,-4.4789,-13.0063,-12.1264,-4.7143
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v4.0.0,-9.1559,-26.5794,-24.0376,-10.4877,-10.0412,-10.4252,-13.6244,-13.2106,-9.6528,-12.1594,-8.9996,-26.8419,-23.8736,-9.4557
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v5.0.0,-10.5798,-24.7138,-24.2221,-11.7213,-10.8684,-11.3337,-15.2879,-14.8795,-11.0958,-13.0456,-10.4205,-25.0951,-24.164,-10.848
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v6.0.0,-10.5867,-31.3188,-30.8086,-12.3017,-11.5935,-11.893,-15.8459,-15.4341,-12.2413,-16.748,-10.2398,-31.3409,-30.8132,-10.8289
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v7.0.0,-11.2291,-39.0373,-38.6953,-13.628,-12.852,-12.9587,-17.2333,-16.82,-13.2679,-19.1268,-10.7944,-39.1131,-38.5078,-11.5586
LD,B1,Sniper_1920x1080P_30fps_8bit.y4m,v8.0.0,-11.9827,-40.6568,-40.6985,-14.4812,-13.8274,-13.999,-18.2003,-17.7477,-14.3154,-20.1271,-11.4972,-40.5748,-40.7465,-12.2901
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v2.0.0,-3.1153,-3.3171,-2.9831,-3.1153,-3.3864,-3.6161,-4.7768,-4.5661,-2.8818,-2.7972,-3.2567,-3.4281,-3.2907,-3.1991
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v3.0.0,-9.2473,-8.4183,-6.1011,-8.9375,-9.3401,-9.9384,-5.9932,-6.0068,-8.1293,-8.5772,-9.3765,-8.4041,-6.6199,-8.7572
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v4.0.0,-14.5885,-21.0664,-17.571,-15.3548,-15.3857,-15.7811,-11.9299,-12.0769,-15.1584,-16.4675,-14.9844,-21.1073,-17.9075,-16.1637
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v5.0.0,-16.3777,-22.7172,-19.0849,-17.1073,-16.9186,-17.4238,-12.9774,-13.1808,-16.7302,-18.2024,-16.599,-22.862,-19.4248,-17.7997
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v6.0.0,-17.5652,-26.0372,-22.1177,-18.6205,-18.4687,-18.8117,-14.0418,-14.3412,-18.4818,-20.927,-17.7985,-26.267,-22.4433,-19.6826
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v7.0.0,-21.1841,-38.167,-31.3478,-23.4663,-21.6673,-22.2984,-19.5246,-19.5791,-23.2732,-27.3515,-21.3154,-38.1345,-30.5119,-25.151
LD,B1,SolLevanteDragons_sdr_1920x1080_24_10bit.y4m,v8.0.0,-21.8783,-39.6728,-33.7402,-24.3829,-22.5693,-23.1426,-18.8618,-19.022,-24.3016,-28.4069,-22.0457,-39.7119,-33.0926,-26.2665
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v2.0.0,-6.5068,-18.6636,-15.9128,-7.3503,-7.978,-7.7585,-8.0438,-7.6268,-6.8092,-10.1092,-5.4284,-18.641,-12.0814,-6.5927
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v3.0.0,-13.1971,-11.5846,-19.9324,-13.4442,-14.295,-14.1862,-14.7608,-13.5689,-12.5643,-16.0288,-11.9307,-23.4405,-18.3361,-12.9885
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v4.0.0,-18.6751,-30.8369,-30.8047,-19.691,-19.2192,-19.3102,-19.9664,-18.9142,-17.9467,-25.1014,-17.0549,-43.9381,-28.9399,-19.4242
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v5.0.0,-20.7713,-34.1339,-32.7275,-21.84,-20.4752,-20.9983,-21.0445,-20.0395,-19.5335,-26.6984,-18.9855,-46.6749,-31.151,-21.4723
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v6.0.0,-22.4863,-38.6146,-39.2259,-23.8498,-22.3594,-22.7504,-21.9621,-21.0424,-21.4946,-30.6846,-20.5964,-51.8427,-35.2496,-23.3525
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v7.0.0,-24.0732,-46.6617,-43.5843,-25.8467,-24.1483,-24.417,-23.9245,-22.871,-23.2682,-33.7252,-21.9841,-55.1058,-38.6673,-24.9629
LD,B1,SolLevanteFace_sdr_1920x1080_24_10bit.y4m,v8.0.0,-24.3149,-46.41,-43.9144,-26.0808,-24.2717,-24.5946,-24.3919,-23.2826,-23.5141,-33.6144,-22.2233,-55.6487,-39.3217,-25.2642
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v2.0.0,-0.9436,2.0743,-16.2185,-1.6441,-1.9863,-2.3169,-1.3097,-1.5001,-0.5634,-2.9493,-1.0525,1.4018,-17.0055,-1.5629
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v3.0.0,-5.3054,0.7097,-22.486,-6.0013,-5.0085,-5.4031,-4.8608,-4.919,-4.3401,-7.769,-5.2726,0.0879,-23.604,-5.8435
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v4.0.0,-12.6966,-13.9149,-31.919,-13.8392,-12.6152,-13.2483,-12.1546,-11.467,-11.9289,-16.6334,-12.6296,-14.6861,-32.9769,-13.4407
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v5.0.0,-13.7148,-17.1686,-33.0164,-14.9787,-13.1489,-13.8623,-12.8795,-12.5741,-12.7667,-18.2407,-13.7219,-17.9,-33.8779,-14.5903
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v6.0.0,-17.5323,-30.8265,-46.7129,-20.0056,-16.7257,-17.312,-16.4402,-16.0666,-17.7383,-29.6585,-17.2347,-30.9638,-47.9395,-18.7914
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v7.0.0,-18.8659,-33.9555,-50.6892,-21.6509,-18.4423,-18.8794,-18.4997,-17.7401,-19.4243,-32.5368,-18.5268,-34.0999,-51.7817,-20.2503
LD,B1,WITCHER3_1920x1080_60_8bit_420.y4m,v8.0.0,-19.6483,-35.1699,-50.4638,-22.3979,-19.0777,-19.6535,-18.6181,-18.218,-20.1251,-33.1172,-19.3166,-35.3931,-51.5811,-21.0082
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v2.0.0,-1.5712,-4.9382,-4.9939,-1.943,-1.8036,-1.8795,-0.9091,-0.9741,-2.361,-6.246,-1.63,-4.8189,-4.9217,-2.0602
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v3.0.0,-9.104,-10.106,-11.1729,-9.2736,-9.1411,-9.7658,-9.1241,-8.9077,-9.6134,-11.1502,-9.3391,-10.3861,-11.5122,-9.5688
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v4.0.0,-14.8529,-19.5801,-20.4802,-15.4213,-14.9807,-15.7162,-15.5239,-15.1339,-15.7009,-20.1607,-15.048,-19.7825,-20.7295,-15.8248
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v5.0.0,-16.4208,-21.3035,-21.8466,-16.9878,-16.4381,-17.1999,-17.7669,-16.9495,-17.3077,-21.6641,-16.6068,-21.5157,-22.1213,-17.3818
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v6.0.0,-18.7563,-23.188,-23.1113,-19.237,-18.8194,-19.6025,-20.2289,-19.8587,-19.5461,-23.7038,-18.9533,-23.4044,-23.3293,-19.6112
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v7.0.0,-20.0172,-24.1586,-24.9381,-20.5151,-20.1774,-21.0473,-21.4755,-21.1269,-20.8589,-24.1277,-20.2297,-24.3848,-25.2543,-20.9049
LD,B2,BigBuckBunnyStudio1_1920x1080_60fps_10bit_420_020_0149.y4m,v8.0.0,-21.8386,-25.8819,-26.277,-22.3032,-21.7121,-22.6429,-21.8779,-22.043,-22.5313,-26.6239,-22.0194,-26.0962,-26.5771,-22.6473
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v2.0.0,0.5256,-2.2793,-0.4407,0.3474,-1.0455,-0.7635,0.6672,0.7289,-0.7686,-3.2586,0.3648,-2.3516,-0.4483,0.17
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v3.0.0,-10.6264,-12.858,-11.0922,-10.7558,-11.9183,-11.3238,-11.965,-10.1553,-11.0919,-14.5199,-10.8678,-12.9786,-11.1064,-11.0153
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v4.0.0,-26.7124,-36.961,-32.942,-27.5164,-27.6897,-27.5774,-26.5804,-24.5515,-27.0901,-32.5159,-26.9492,-36.7501,-32.7528,-28.2258
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v5.0.0,-29.2982,-39.753,-35.7228,-30.1219,-30.0475,-29.9568,-28.7014,-26.5867,-29.4884,-34.125,-29.5452,-39.6033,-35.588,-30.9056
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v6.0.0,-35.6005,-46.4017,-41.1352,-36.4001,-36.5352,-36.3105,-35.255,-33.5323,-36.2915,-42.499,-35.971,-46.3518,-41.1082,-37.2745
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v7.0.0,-38.4844,-48.2593,-43.4387,-39.2051,-39.201,-39.1341,-37.5904,-35.6205,-38.92,-44.6816,-38.819,-48.251,-43.418,-40.007
LD,B2,Debugging_1920x1080_30fps_8bit_420.y4m,v8.0.0,-42.9053,-52.8377,-48.2737,-43.6529,-44.1186,-43.8686,-40.7432,-39.1271,-43.6267,-48.5484,-43.2275,-52.7861,-48.2422,-44.3176
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v2.0.0,0.3235,-4.9847,-4.9924,-0.2295,-0.4466,-0.3825,-0.7111,-0.2947,-0.6834,-3.1389,0.2071,-5.182,-5.2105,-0.2166
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v3.0.0,-6.4104,-10.5903,-10.0501,-6.8231,-6.1505,-6.2545,-9.6017,-7.9412,-6.7176,-8.8605,-6.6261,-10.7719,-10.2079,-6.9528
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v4.0.0,-24.129,-31.9628,-30.9269,-24.8991,-21.8903,-22.3631,-31.6512,-29.6549,-23.997,-28.9509,-24.8755,-32.2559,-31.1482,-25.5738
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v5.0.0,-25.8799,-34.5525,-33.9213,-26.7686,-23.4978,-24.0451,-32.5628,-30.9536,-25.5147,-31.3911,-26.6152,-34.9402,-34.1969,-27.4215
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v6.0.0,-27.3272,-35.4134,-35.2553,-28.1753,-25.3522,-25.773,-34.8839,-33.345,-27.4384,-32.9958,-27.9672,-35.9081,-35.5881,-28.7533
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v7.0.0,-28.3547,-36.4437,-36.5027,-29.2144,-27.0185,-27.3482,-36.0091,-34.4341,-28.7574,-34.5747,-29.0304,-36.9432,-36.8469,-29.8256
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v8.0.0,-32.2384,-39.2642,-39.7606,-33.004,-30.323,-30.7933,-39.6832,-38.274,-32.4839,-37.6644,-32.9519,-39.7149,-40.1135,-33.6557
LD,B2,MobileDeviceScreenSharing.y4m,v2.0.0,-4.1618,-11.5027,-6.6304,-4.631,-3.5271,-3.7254,-0.2941,0.2663,-4.3473,-6.5187,-4.1914,-11.3492,-7.2731,-4.4041
LD,B2,MobileDeviceScreenSharing.y4m,v3.0.0,-9.6864,-18.328,-15.9519,-10.3825,-7.2919,-7.5119,-7.6596,-5.6292,-7.8686,-14.7202,-9.7377,-17.9512,-15.9939,-9.9839
LD,B2,MobileDeviceScreenSharing.y4m,v4.0.0,-27.6558,-36.329,-36.0356,-28.459,-26.5582,-26.9832,-24.1703,-22.3997,-26.8168,-32.5486,-27.6629,-36.0184,-36.2354,-27.9886
LD,B2,MobileDeviceScreenSharing.y4m,v5.0.0,-30.0777,-38.7599,-38.9603,-30.9042,-28.0476,-28.749,-27.1357,-24.9825,-29.1718,-34.1665,-30.1004,-38.5645,-39.1397,-30.4353
LD,B2,MobileDeviceScreenSharing.y4m,v6.0.0,-38.9613,-49.1,-49.4839,-39.9776,-39.3095,-39.1837,-38.9776,-37.0205,-40.0343,-46.1436,-39.0189,-48.7698,-49.6102,-39.5114
LD,B2,MobileDeviceScreenSharing.y4m,v7.0.0,-40.6689,-49.9506,-51.7533,-41.6806,-40.5113,-40.5177,-40.6213,-38.6867,-41.4693,-46.1669,-40.7338,-49.76,-51.8126,-41.207
LD,B2,MobileDeviceScreenSharing.y4m,v8.0.0,-43.1233,-51.95,-51.9825,-43.9891,-42.6946,-42.7799,-42.1838,-40.4078,-43.4239,-48.6071,-43.1903,-51.8429,-52.2978,-43.6255
LD,B2,SceneComposition_2.y4m,v2.0.0,-3.6959,-26.8962,-30.6749,-6.5793,-3.7436,-3.7965,-2.3822,-0.9599,-6.4303,-16.8191,-3.7207,-26.6748,-29.7716,-6.9632
LD,B2,SceneComposition_2.y4m,v3.0.0,-12.8621,-22.7655,-35.5066,-14.7465,-13.7488,-13.814,-15.1648,-12.5766,-14.9208,-20.2606,-12.8793,-23.0084,-34.7753,-15.2044
LD,B2,SceneComposition_2.y4m,v4.0.0,-22.7721,-40.3476,-48.1157,-25.4699,-23.3465,-23.6069,-26.4773,-23.5747,-25.5651,-37.2911,-22.7831,-40.2489,-46.9903,-26.1486
LD,B2,SceneComposition_2.y4m,v5.0.0,-24.884,-42.1028,-50.4509,-27.5999,-26.2502,-26.7262,-30.0116,-27.2633,-28.3164,-40.3583,-24.9104,-42.1766,-49.7346,-28.357
LD,B2,SceneComposition_2.y4m,v6.0.0,-28.9458,-51.3673,-57.2611,-32.3971,-31.3345,-31.2041,-35.2036,-33.0124,-33.0893,-47.3565,-28.9856,-51.6934,-57.6687,-33.2982
LD,B2,SceneComposition_2.y4m,v7.0.0,-29.9879,-52.5691,-58.4909,-33.5232,-33.5055,-33.548,-34.2026,-32.3176,-34.695,-48.6019,-30.0461,-52.7834,-58.7735,-34.3882
LD,B2,SceneComposition_2.y4m,v8.0.0,-34.7174,-55.9726,-61.1371,-37.9315,-37.74,-37.4964,-41.2113,-39.1174,-38.987,-52.0368,-34.7698,-56.2793,-61.3771,-38.7665
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v2.0.0,-3.3012,-11.3121,-10.2168,-4.0798,-4.0145,-3.6387,-5.0858,-4.5953,-4.3822,-2.5564,-3.224,-12.2388,-15.4207,-5.7359
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v3.0.0,-14.5794,-16.9729,-19.0048,-14.9219,-18.6958,-17.8949,-19.1896,-17.2121,-16.1475,-10.0948,-14.7006,-20.8273,-24.0682,-16.5119
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v4.0.0,-33.4862,-38.7636,-39.972,-34.1137,-36.5192,-35.9423,-35.6082,-34.1186,-34.0612,-28.9716,-34.2989,-40.7652,-45.4706,-36.3094
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v5.0.0,-37.2567,-50.9462,-48.7399,-38.6722,-40.0579,-39.685,-38.683,-37.2579,-38.5142,-41.4364,-37.7626,-53.0548,-55.2366,-41.7515
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v6.0.0,-44.5998,-58.0563,-57.4929,-46.1079,-50.7108,-49.8931,-51.6642,-50.393,-47.3153,-51.2319,-45.2706,-60.2179,-61.6948,-49.1458
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v7.0.0,-46.9069,-60.235,-60.2587,-48.4555,-52.8587,-52.1834,-53.6917,-52.4908,-49.918,-53.9767,-47.458,-62.0404,-63.9017,-51.3173
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v8.0.0,-50.4694,-62.8331,-62.7731,-51.886,-56.1866,-55.5107,-56.6481,-55.6331,-53.2939,-57.6677,-50.9316,-64.3885,-66.3322,-54.4679
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v2.0.0,-2.665,-19.3094,-17.1412,-4.061,-3.6497,-3.8766,-3.9742,-3.556,-3.7929,-8.3895,-2.4127,-7.8329,-6.4181,-3.0191
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v3.0.0,-10.7364,-23.5717,-22.3529,-11.8246,-10.3752,-10.5914,-15.8227,-14.0087,-9.9626,-11.9423,-10.6074,-12.9908,-11.9008,-10.8929
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v4.0.0,-20.5213,-35.2173,-30.9486,-21.6878,-20.7939,-21.2262,-24.48,-22.6619,-20.2032,-24.1773,-20.2442,-24.4718,-23.1848,-20.7946
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v5.0.0,-24.4266,-38.4196,-37.4282,-25.6861,-24.8695,-25.3473,-28.6286,-27.1714,-24.4938,-28.6194,-24.0173,-27.544,-26.9422,-24.543
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v6.0.0,-29.5194,-41.9706,-40.9059,-30.681,-29.9939,-30.6494,-36.906,-36.8774,-29.7768,-38.1811,-28.8503,-30.9565,-30.7192,-29.1393
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v7.0.0,-30.9509,-41.9504,-40.5988,-31.9315,-32.1478,-32.7532,-39.0222,-38.9458,-31.172,-30.8704,-30.0578,-31.4016,-30.8764,-30.2071
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v8.0.0,-33.1184,-44.2108,-42.5106,-34.0821,-34.613,-35.1867,-40.3099,-40.4376,-33.5256,-34.7649,-32.2011,-33.5919,-32.934,-32.3508
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v2.0.0,-4.1035,-19.9162,-15.8597,-5.5012,-6.0941,-5.9062,-5.4201,-4.9796,-7.0229,-15.3792,-4.3457,-20.2337,-15.9661,-5.7174
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v3.0.0,-24.4853,-33.7432,-33.1609,-25.3957,-23.7151,-23.8514,-26.1502,-24.5777,-24.7465,-31.7278,-24.4072,-33.2954,-33.3223,-25.3349
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v4.0.0,-32.86,-45.3042,-46.1427,-34.2216,-33.5461,-33.5588,-35.1235,-33.3874,-34.1446,-42.2367,-32.8087,-44.7441,-45.9561,-34.1474
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v5.0.0,-36.1669,-50.7689,-50.6341,-37.8766,-36.4766,-36.4452,-37.9549,-36.6202,-37.569,-46.6186,-36.103,-50.5032,-50.6597,-37.7941
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v6.0.0,-41.9825,-55.6578,-57.9882,-43.7192,-42.92,-42.9734,-45.4006,-43.8241,-43.9617,-52.5602,-41.9891,-55.622,-58.3052,-43.6718
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v7.0.0,-43.4143,-56.3771,-59.0235,-45.0926,-44.5718,-44.5792,-46.2044,-44.8765,-45.4131,-53.2587,-43.4535,-56.177,-59.3114,-45.0777
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v8.0.0,-47.7335,-60.4412,-61.8149,-49.2781,-49.4057,-49.4078,-50.0623,-48.9352,-49.8105,-57.047,-47.7805,-60.3883,-62.0344,-49.2566
LD,B2,Wikipedia_1920x1080p30.y4m,v2.0.0,-3.8651,-13.4178,-12.6627,-4.7072,-4.9796,-4.9363,-3.1216,-2.604,-4.7452,-8.7142,-4.008,-13.1689,-12.2962,-4.9837
LD,B2,Wikipedia_1920x1080p30.y4m,v3.0.0,-11.0198,-18.6541,-17.9726,-11.6875,-11.5649,-11.4193,-11.5222,-10.2407,-10.8528,-15.0662,-11.0771,-18.5293,-17.7508,-11.8838
LD,B2,Wikipedia_1920x1080p30.y4m,v4.0.0,-22.9883,-32.8617,-32.5759,-23.916,-23.3993,-23.4862,-23.9006,-22.9473,-23.2634,-28.3917,-23.1792,-32.3399,-31.6919,-24.395
LD,B2,Wikipedia_1920x1080p30.y4m,v5.0.0,-24.498,-34.7418,-33.8311,-25.4443,-25.4609,-25.5825,-25.7726,-24.496,-25.0957,-30.2808,-24.6929,-34.2402,-33.0202,-25.9616
LD,B2,Wikipedia_1920x1080p30.y4m,v6.0.0,-30.1013,-43.4149,-42.4377,-31.4178,-31.0179,-30.8374,-32.4658,-31.0624,-30.6397,-37.0647,-30.3844,-43.5375,-42.1974,-32.1871
LD,B2,Wikipedia_1920x1080p30.y4m,v7.0.0,-32.4953,-45.9969,-45.1921,-33.8453,-33.4745,-33.3103,-33.1865,-32.4553,-33.2084,-39.0706,-32.807,-46.1495,-45.0109,-34.6346
LD,B2,Wikipedia_1920x1080p30.y4m,v8.0.0,-35.3189,-48.1374,-47.3333,-36.5853,-36.3917,-36.2557,-35.339,-34.8606,-35.8412,-41.983,-35.589,-48.3026,-47.0836,-37.2811
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-3.5147,-8.4038,-10.8196,-4.2926,-2.6257,-3.1979,-3.8551,-3.4982,-3.4459,-6.1624,-3.5519,-8.4085,-10.898,-4.3327
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-13.3521,-13.2186,-17.8701,-13.6408,-10.4651,-12.1907,-18.8926,-16.1305,-12.1352,-13.4601,-13.4674,-13.2422,-17.9872,-13.7746
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-19.8185,-24.6979,-28.1666,-20.6852,-16.5919,-18.8943,-26.7039,-23.3064,-18.6818,-22.0799,-19.9339,-24.7122,-28.2411,-20.8043
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-21.6631,-28.938,-37.0399,-23.1963,-18.2293,-20.7009,-28.2772,-25.0885,-20.7162,-25.5435,-21.772,-28.9078,-37.0884,-23.2815
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-24.2419,-30.9534,-39.9813,-25.773,-21.2519,-23.3913,-30.8249,-27.7276,-23.3684,-28.5126,-24.3539,-30.9417,-40.0279,-25.8641
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-25.1773,-33.1814,-42.6506,-26.9344,-22.2693,-24.339,-31.7127,-28.6076,-24.4508,-30.4294,-25.3006,-33.178,-42.6898,-27.0198
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-25.8877,-35.1278,-44.3062,-27.7996,-22.532,-24.8966,-31.2714,-28.5652,-25.1423,-31.8276,-26.018,-35.1621,-44.3736,-27.8781
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-4.3163,-5.8037,-4.1814,-4.3966,-2.2819,-4.2134,-5.6135,-5.5192,-4.0592,-4.1521,-4.379,-5.7962,-4.1876,-4.4493
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-17.6271,-17.0747,-14.8436,-17.3968,-13.964,-17.6479,-21.3716,-20.6114,-16.5968,-16.4542,-17.7666,-17.0697,-14.7658,-17.6143
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-24.0577,-28.0565,-27.0001,-24.5239,-20.1075,-24.2758,-30.3565,-28.921,-23.1072,-24.8327,-24.2078,-28.0913,-26.9515,-24.5304
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-26.2746,-32.7083,-29.3479,-26.9066,-22.2116,-26.3559,-32.6268,-31.136,-25.208,-28.0033,-26.4262,-32.7069,-29.2846,-26.8922
